t, x1, x2, u
8.508, 0.00987, 0.00579946, 1
8.509, 0.0098758, 0.00580029, 1
8.51, 0.0098816, 0.00580106, 1
8.511, 0.0098874, 0.00580178, 1
8.512, 0.0098932, 0.00580243, 1
8.513, 0.00989901, 0.00580303, 1
8.514, 0.00990481, 0.00580358, 1
8.515, 0.00991061, 0.00580406, 1
8.516, 0.00991642, 0.00580449, 1
8.517, 0.00992222, 0.00580486, 1
8.518, 0.00992803, 0.00580517, 1
8.519, 0.00993383, 0.00580543, 1
8.52, 0.00993964, 0.00580563, 1
8.521, 0.00994544, 0.00580577, 1
8.522, 0.00995125, 0.00580586, 1
8.523, 0.00995705, 0.00580589, 1
8.524, 0.00996286, 0.00580586, 1
8.525, 0.00996867, 0.00580578, 1
8.526, 0.00997447, 0.00580563, 1
8.527, 0.00998028, 0.00580544, 1
8.528, 0.00998608, 0.00580518, 1
8.529, 0.00999189, 0.00580487, 1
8.53, 0.00999769, 0.0058045, 1
8.531, 0.0100035, 0.00580407, 1
8.532, 0.0100093, 0.00580359, 1
8.533, 0.0100151, 0.00580305, 1
8.534, 0.0100209, 0.00580246, 1
8.535, 0.0100267, 0.0058018, 1
8.536, 0.0100325, 0.00580109, 1
8.537, 0.0100383, 0.00580033, 1
8.538, 0.0100441, 0.0057995, 1
8.539, 0.0100499, 0.00579863, 1
8.54, 0.0100557, 0.00579769, 1
8.541, 0.0100615, 0.0057967, 1
8.542, 0.0100673, 0.00579565, 1
8.543, 0.0100731, 0.00579454, 1
8.544, 0.0100789, 0.00579338, 1
8.545, 0.0100847, 0.00579216, 1
8.546, 0.0100905, 0.00579089, 1
8.547, 0.0100963, 0.00578956, 1
8.548, 0.0101021, 0.00578817, 1
8.549, 0.0101078, 0.00578673, 1
8.55, 0.0101136, 0.00578523, 1
8.551, 0.0101194, 0.00578368, 1
8.552, 0.0101252, 0.00578207, 1
8.553, 0.010131, 0.0057804, 1
8.554, 0.0101368, 0.00577867, 1
8.555, 0.0101425, 0.0057769, 1
8.556, 0.0101483, 0.00577506, 1
8.557, 0.0101541, 0.00577317, 1
8.558, 0.0101599, 0.00577122, 1
8.559, 0.0101656, 0.00576922, 1
8.56, 0.0101714, 0.00576716, 1
8.561, 0.0101772, 0.00576505, 1
8.562, 0.0101829, 0.00576288, 1
8.563, 0.0101887, 0.00576065, 1
8.564, 0.0101944, 0.00575837, 1
8.565, 0.0102002, 0.00575603, 1
8.566, 0.010206, 0.00575364, 1
8.567, 0.0102117, 0.00575119, 1
8.568, 0.0102175, 0.00574869, 1
8.569, 0.0102232, 0.00574613, 1
8.57, 0.010229, 0.00574352, 1
8.571, 0.0102347, 0.00574085, 1
8.572, 0.0102404, 0.00573812, 1
8.573, 0.0102462, 0.00573534, 1
8.574, 0.0102519, 0.00573251, 1
8.575, 0.0102576, 0.00572962, 1
8.576, 0.0102634, 0.00572667, 1
8.577, 0.0102691, 0.00572367, 1
8.578, 0.0102748, 0.00572062, 1
8.579, 0.0102805, 0.00571751, 1
8.58, 0.0102862, 0.00571434, 1
8.581, 0.010292, 0.00571112, 1
8.582, 0.0102977, 0.00570785, 1
8.583, 0.0103034, 0.00570452, 1
8.584, 0.0103091, 0.00570114, 1
8.585, 0.0103148, 0.0056977, 1
8.586, 0.0103205, 0.00569421, 1
8.587, 0.0103262, 0.00569066, 1
8.588, 0.0103319, 0.00568706, 1
8.589, 0.0103375, 0.0056834, 1
8.59, 0.0103432, 0.00567969, 1
8.591, 0.0103489, 0.00567593, 1
8.592, 0.0103546, 0.00567211, 1
8.593, 0.0103602, 0.00566824, 1
8.594, 0.0103659, 0.00566431, 1
8.595, 0.0103716, 0.00566033, 1
8.596, 0.0103772, 0.0056563, 1
8.597, 0.0103829, 0.00565221, 1
8.598, 0.0103885, 0.00564807, 1
8.599, 0.0103942, 0.00564387, 1
8.6, 0.0103998, 0.00563962, 1
8.601, 0.0104055, 0.00563532, 1
8.602, 0.0104111, 0.00563096, 1
8.603, 0.0104167, 0.00562655, 1
8.604, 0.0104223, 0.00562209, 1
8.605, 0.010428, 0.00561757, 1
8.606, 0.0104336, 0.005613, 1
8.607, 0.0104392, 0.00560838, 1
8.608, 0.0104448, 0.0056037, 1
8.609, 0.0104504, 0.00559897, 1
8.61, 0.010456, 0.00559419, 1
8.611, 0.0104616, 0.00558935, 1
8.612, 0.0104672, 0.00558446, 1
8.613, 0.0104728, 0.00557952, 1
8.614, 0.0104783, 0.00557453, 1
8.615, 0.0104839, 0.00556948, 1
8.616, 0.0104895, 0.00556438, 1
8.617, 0.010495, 0.00555923, 1
8.618, 0.0105006, 0.00555403, 1
8.619, 0.0105061, 0.00554877, 1
8.62, 0.0105117, 0.00554346, 1
8.621, 0.0105172, 0.0055381, 1
8.622, 0.0105228, 0.00553269, 1
8.623, 0.0105283, 0.00552722, 1
8.624, 0.0105338, 0.0055217, 1
8.625, 0.0105393, 0.00551613, 1
8.626, 0.0105449, 0.00551051, 1
8.627, 0.0105504, 0.00550484, 1
8.628, 0.0105559, 0.00549911, 1
8.629, 0.0105614, 0.00549334, 1
8.63, 0.0105668, 0.00548751, 1
8.631, 0.0105723, 0.00548163, 1
8.632, 0.0105778, 0.0054757, 1
8.633, 0.0105833, 0.00546972, 1
8.634, 0.0105887, 0.00546368, 1
8.635, 0.0105942, 0.0054576, 1
8.636, 0.0105997, 0.00545146, 1
8.637, 0.0106051, 0.00544528, 1
8.638, 0.0106106, 0.00543904, 1
8.639, 0.010616, 0.00543275, 1
8.64, 0.0106214, 0.00542641, 1
8.641, 0.0106268, 0.00542002, 1
8.642, 0.0106323, 0.00541358, 1
8.643, 0.0106377, 0.00540709, 1
8.644, 0.0106431, 0.00540055, 1
8.645, 0.0106485, 0.00539395, 1
8.646, 0.0106539, 0.00538731, 1
8.647, 0.0106592, 0.00538062, 1
8.648, 0.0106646, 0.00537388, 1
8.649, 0.01067, 0.00536709, 1
8.65, 0.0106754, 0.00536024, 1
8.651, 0.0106807, 0.00535335, 1
8.652, 0.0106861, 0.00534641, 1
8.653, 0.0106914, 0.00533942, 1
8.654, 0.0106967, 0.00533238, 1
8.655, 0.0107021, 0.00532528, 1
8.656, 0.0107074, 0.00531814, 1
8.657, 0.0107127, 0.00531096, 1
8.658, 0.010718, 0.00530372, 1
8.659, 0.0107233, 0.00529643, 1
8.66, 0.0107286, 0.00528909, 1
8.661, 0.0107339, 0.00528171, 1
8.662, 0.0107392, 0.00527427, 1
8.663, 0.0107444, 0.00526679, 1
8.664, 0.0107497, 0.00525926, 1
8.665, 0.010755, 0.00525168, 1
8.666, 0.0107602, 0.00524405, 1
8.667, 0.0107654, 0.00523637, 1
8.668, 0.0107707, 0.00522864, 1
8.669, 0.0107759, 0.00522087, 1
8.67, 0.0107811, 0.00521305, 1
8.671, 0.0107863, 0.00520518, 1
8.672, 0.0107915, 0.00519726, 1
8.673, 0.0107967, 0.00518929, 1
8.674, 0.0108019, 0.00518128, 1
8.675, 0.0108071, 0.00517322, 1
8.676, 0.0108123, 0.00516511, 1
8.677, 0.0108174, 0.00515696, 1
8.678, 0.0108226, 0.00514875, 1
8.679, 0.0108277, 0.0051405, 1
8.68, 0.0108329, 0.0051322, 1
8.681, 0.010838, 0.00512386, 1
8.682, 0.0108431, 0.00511547, 1
8.683, 0.0108482, 0.00510703, 1
8.684, 0.0108533, 0.00509854, 1
8.685, 0.0108584, 0.00509001, 1
8.686, 0.0108635, 0.00508143, 1
8.687, 0.0108686, 0.00507281, 1
8.688, 0.0108736, 0.00506414, 1
8.689, 0.0108787, 0.00505542, 1
8.69, 0.0108838, 0.00504666, 1
8.691, 0.0108888, 0.00503785, 1
8.692, 0.0108938, 0.00502899, 1
8.693, 0.0108989, 0.00502009, 1
8.694, 0.0109039, 0.00501115, 1
8.695, 0.0109089, 0.00500216, 1
8.696, 0.0109139, 0.00499312, 1
8.697, 0.0109189, 0.00498404, 1
8.698, 0.0109238, 0.00497491, 1
8.699, 0.0109288, 0.00496573, 1
8.7, 0.0109338, 0.00495652, 1
8.701, 0.0109387, 0.00494725, 1
8.702, 0.0109437, 0.00493794, 1
8.703, 0.0109486, 0.00492859, 1
8.704, 0.0109535, 0.00491919, 1
8.705, 0.0109584, 0.00490975, 1
8.706, 0.0109633, 0.00490027, 1
8.707, 0.0109682, 0.00489074, 1
8.708, 0.0109731, 0.00488116, 1
8.709, 0.010978, 0.00487154, 1
8.71, 0.0109829, 0.00486188, 1
8.711, 0.0109877, 0.00485217, 1
8.712, 0.0109926, 0.00484242, 1
8.713, 0.0109974, 0.00483263, 1
8.714, 0.0110022, 0.00482279, 1
8.715, 0.0110071, 0.00481291, 1
8.716, 0.0110119, 0.00480299, 1
8.717, 0.0110167, 0.00479302, 1
8.718, 0.0110214, 0.00478301, 1
8.719, 0.0110262, 0.00477296, 1
8.72, 0.011031, 0.00476286, 1
8.721, 0.0110358, 0.00475272, 1
8.722, 0.0110405, 0.00474254, 1
8.723, 0.0110452, 0.00473232, 1
8.724, 0.01105, 0.00472205, 1
8.725, 0.0110547, 0.00471175, 1
8.726, 0.0110594, 0.0047014, 1
8.727, 0.0110641, 0.004691, 1
8.728, 0.0110688, 0.00468057, 1
8.729, 0.0110734, 0.0046701, 1
8.73, 0.0110781, 0.00465958, 1
8.731, 0.0110828, 0.00464902, 1
8.732, 0.0110874, 0.00463842, 1
8.733, 0.011092, 0.00462778, 1
8.734, 0.0110967, 0.0046171, 1
8.735, 0.0111013, 0.00460637, 1
8.736, 0.0111059, 0.00459561, 1
8.737, 0.0111105, 0.0045848, 1
8.738, 0.011115, 0.00457396, 1
8.739, 0.0111196, 0.00456307, 1
8.74, 0.0111242, 0.00455215, 1
8.741, 0.0111287, 0.00454118, 1
8.742, 0.0111333, 0.00453017, 1
8.743, 0.0111378, 0.00451912, 1
8.744, 0.0111423, 0.00450804, 1
8.745, 0.0111468, 0.00449691, 1
8.746, 0.0111513, 0.00448574, 1
8.747, 0.0111558, 0.00447454, 1
8.748, 0.0111602, 0.00446329, 1
8.749, 0.0111647, 0.00445201, 1
8.75, 0.0111691, 0.00444068, 1
8.751, 0.0111736, 0.00442932, 1
8.752, 0.011178, 0.00441792, 1
8.753, 0.0111824, 0.00440648, 1
8.754, 0.0111868, 0.004395, 1
8.755, 0.0111912, 0.00438348, 1
8.756, 0.0111956, 0.00437193, 1
8.757, 0.0111999, 0.00436033, 1
8.758, 0.0112043, 0.0043487, 1
8.759, 0.0112086, 0.00433703, 1
8.76, 0.011213, 0.00432532, 1
8.761, 0.0112173, 0.00431358, 1
8.762, 0.0112216, 0.00430179, 1
8.763, 0.0112259, 0.00428997, 1
8.764, 0.0112302, 0.00427811, 1
8.765, 0.0112345, 0.00426622, 1
8.766, 0.0112387, 0.00425429, 1
8.767, 0.011243, 0.00424232, 1
8.768, 0.0112472, 0.00423031, 1
8.769, 0.0112514, 0.00421827, 1
8.77, 0.0112556, 0.00420619, 1
8.771, 0.0112598, 0.00419407, 1
8.772, 0.011264, 0.00418192, 1
8.773, 0.0112682, 0.00416973, 1
8.774, 0.0112724, 0.0041575, 1
8.775, 0.0112765, 0.00414524, 1
8.776, 0.0112807, 0.00413295, 1
8.777, 0.0112848, 0.00412062, 1
8.778, 0.0112889, 0.00410825, 1
8.779, 0.011293, 0.00409585, 1
8.78, 0.0112971, 0.00408341, 1
8.781, 0.0113012, 0.00407094, 1
8.782, 0.0113052, 0.00405843, 1
8.783, 0.0113093, 0.00404588, 1
8.784, 0.0113133, 0.00403331, 1
8.785, 0.0113173, 0.0040207, 1
8.786, 0.0113214, 0.00400805, 1
8.787, 0.0113254, 0.00399537, 1
8.788, 0.0113294, 0.00398265, 1
8.789, 0.0113333, 0.00396991, 1
8.79, 0.0113373, 0.00395712, 1
8.791, 0.0113412, 0.00394431, 1
8.792, 0.0113452, 0.00393146, 1
8.793, 0.0113491, 0.00391857, 1
8.794, 0.011353, 0.00390566, 1
8.795, 0.0113569, 0.00389271, 1
8.796, 0.0113608, 0.00387973, 1
8.797, 0.0113647, 0.00386671, 1
8.798, 0.0113685, 0.00385366, 1
8.799, 0.0113724, 0.00384058, 1
8.8, 0.0113762, 0.00382747, 1
8.801, 0.01138, 0.00381432, 1
8.802, 0.0113838, 0.00380115, 1
8.803, 0.0113876, 0.00378794, 1
8.804, 0.0113914, 0.0037747, 1
8.805, 0.0113952, 0.00376142, 1
8.806, 0.0113989, 0.00374812, 1
8.807, 0.0114027, 0.00373478, 1
8.808, 0.0114064, 0.00372141, 1
8.809, 0.0114101, 0.00370802, 1
8.81, 0.0114138, 0.00369459, 1
8.811, 0.0114175, 0.00368112, 1
8.812, 0.0114212, 0.00366763, 1
8.813, 0.0114249, 0.00365411, 1
8.814, 0.0114285, 0.00364056, 1
8.815, 0.0114321, 0.00362698, 1
8.816, 0.0114358, 0.00361336, 1
8.817, 0.0114394, 0.00359972, 1
8.818, 0.011443, 0.00358605, 1
8.819, 0.0114465, 0.00357235, 1
8.82, 0.0114501, 0.00355862, 1
8.821, 0.0114536, 0.00354485, 1
8.822, 0.0114572, 0.00353106, 1
8.823, 0.0114607, 0.00351724, 1
8.824, 0.0114642, 0.0035034, 1
8.825, 0.0114677, 0.00348952, 1
8.826, 0.0114712, 0.00347561, 1
8.827, 0.0114747, 0.00346168, 1
8.828, 0.0114781, 0.00344772, 1
8.829, 0.0114816, 0.00343372, 1
8.83, 0.011485, 0.00341971, 1
8.831, 0.0114884, 0.00340566, 1
8.832, 0.0114918, 0.00339158, 1
8.833, 0.0114952, 0.00337748, 1
8.834, 0.0114986, 0.00336335, 1
8.835, 0.0115019, 0.00334919, 1
8.836, 0.0115053, 0.00333501, 1
8.837, 0.0115086, 0.0033208, 1
8.838, 0.0115119, 0.00330656, 1
8.839, 0.0115152, 0.00329229, 1
8.84, 0.0115185, 0.003278, 1
8.841, 0.0115218, 0.00326368, 1
8.842, 0.011525, 0.00324934, 1
8.843, 0.0115283, 0.00323497, 1
8.844, 0.0115315, 0.00322057, 1
8.845, 0.0115347, 0.00320615, 1
8.846, 0.0115379, 0.0031917, 1
8.847, 0.0115411, 0.00317723, 1
8.848, 0.0115442, 0.00316273, 1
8.849, 0.0115474, 0.0031482, 1
8.85, 0.0115505, 0.00313366, 1
8.851, 0.0115537, 0.00311908, 1
8.852, 0.0115568, 0.00310448, 1
8.853, 0.0115599, 0.00308986, 1
8.854, 0.011563, 0.00307521, 1
8.855, 0.011566, 0.00306054, 1
8.856, 0.0115691, 0.00304584, 1
8.857, 0.0115721, 0.00303112, 1
8.858, 0.0115751, 0.00301638, 1
8.859, 0.0115782, 0.00300161, 1
8.86, 0.0115811, 0.00298682, 1
8.861, 0.0115841, 0.002972, 1
8.862, 0.0115871, 0.00295716, 1
8.863, 0.01159, 0.0029423, 1
8.864, 0.011593, 0.00292742, 1
8.865, 0.0115959, 0.00291251, 1
8.866, 0.0115988, 0.00289758, 1
8.867, 0.0116017, 0.00288263, 1
8.868, 0.0116046, 0.00286766, 1
8.869, 0.0116074, 0.00285266, 1
8.87, 0.0116103, 0.00283764, 1
8.871, 0.0116131, 0.0028226, 1
8.872, 0.0116159, 0.00280754, 1
8.873, 0.0116187, 0.00279246, 1
8.874, 0.0116215, 0.00277735, 1
8.875, 0.0116243, 0.00276223, 1
8.876, 0.011627, 0.00274708, 1
8.877, 0.0116298, 0.00273191, 1
8.878, 0.0116325, 0.00271672, 1
8.879, 0.0116352, 0.00270151, 1
8.88, 0.0116379, 0.00268628, 1
8.881, 0.0116406, 0.00267103, 1
8.882, 0.0116432, 0.00265576, 1
8.883, 0.0116459, 0.00264047, 1
8.884, 0.0116485, 0.00262517, 1
8.885, 0.0116511, 0.00260984, 1
8.886, 0.0116537, 0.00259449, 1
8.887, 0.0116563, 0.00257912, 1
8.888, 0.0116589, 0.00256373, 1
8.889, 0.0116614, 0.00254833, 1
8.89, 0.011664, 0.0025329, 1
8.891, 0.0116665, 0.00251746, 1
8.892, 0.011669, 0.002502, 1
8.893, 0.0116715, 0.00248651, 1
8.894, 0.011674, 0.00247102, 1
8.895, 0.0116765, 0.0024555, 1
8.896, 0.0116789, 0.00243996, 1
8.897, 0.0116813, 0.00242441, 1
8.898, 0.0116838, 0.00240884, 1
8.899, 0.0116862, 0.00239326, 1
8.9, 0.0116885, 0.00237765, 1
8.901, 0.0116909, 0.00236203, 1
8.902, 0.0116933, 0.00234639, 1
8.903, 0.0116956, 0.00233074, 1
8.904, 0.0116979, 0.00231506, 1
8.905, 0.0117002, 0.00229938, 1
8.906, 0.0117025, 0.00228367, 1
8.907, 0.0117048, 0.00226795, 1
8.908, 0.0117071, 0.00225221, 1
8.909, 0.0117093, 0.00223646, 1
8.91, 0.0117115, 0.00222069, 1
8.911, 0.0117138, 0.00220491, 1
8.912, 0.0117159, 0.00218911, 1
8.913, 0.0117181, 0.0021733, 1
8.914, 0.0117203, 0.00215747, 1
8.915, 0.0117224, 0.00214162, 1
8.916, 0.0117246, 0.00212577, 1
8.917, 0.0117267, 0.00210989, 1
8.918, 0.0117288, 0.002094, 1
8.919, 0.0117309, 0.0020781, 1
8.92, 0.011733, 0.00206219, 1
8.921, 0.011735, 0.00204626, 1
8.922, 0.011737, 0.00203032, 1
8.923, 0.0117391, 0.00201436, 1
8.924, 0.0117411, 0.00199839, 1
8.925, 0.0117431, 0.00198241, 1
8.926, 0.011745, 0.00196641, 1
8.927, 0.011747, 0.0019504, 1
8.928, 0.0117489, 0.00193438, 1
8.929, 0.0117509, 0.00191834, 1
8.93, 0.0117528, 0.0019023, 1
8.931, 0.0117547, 0.00188624, 1
8.932, 0.0117565, 0.00187017, 1
8.933, 0.0117584, 0.00185408, 1
8.934, 0.0117603, 0.00183799, 1
8.935, 0.0117621, 0.00182188, 1
8.936, 0.0117639, 0.00180576, 1
8.937, 0.0117657, 0.00178964, 1
8.938, 0.0117675, 0.00177349, 1
8.939, 0.0117692, 0.00175734, 1
8.94, 0.011771, 0.00174118, 1
8.941, 0.0117727, 0.00172501, 1
8.942, 0.0117744, 0.00170883, 1
8.943, 0.0117761, 0.00169263, 1
8.944, 0.0117778, 0.00167643, 1
8.945, 0.0117795, 0.00166022, 1
8.946, 0.0117812, 0.00164399, 1
8.947, 0.0117828, 0.00162776, 1
8.948, 0.0117844, 0.00161152, 1
8.949, 0.011786, 0.00159527, 1
8.95, 0.0117876, 0.00157901, 1
8.951, 0.0117892, 0.00156274, 1
8.952, 0.0117907, 0.00154646, 1
8.953, 0.0117923, 0.00153017, 1
8.954, 0.0117938, 0.00151387, 1
8.955, 0.0117953, 0.00149757, 1
8.956, 0.0117968, 0.00148126, 1
8.957, 0.0117983, 0.00146494, 1
8.958, 0.0117997, 0.00144861, 1
8.959, 0.0118011, 0.00143227, 1
8.96, 0.0118026, 0.00141593, 1
8.961, 0.011804, 0.00139958, 1
8.962, 0.0118054, 0.00138322, 1
8.963, 0.0118067, 0.00136686, 1
8.964, 0.0118081, 0.00135049, 1
8.965, 0.0118094, 0.00133411, 1
8.966, 0.0118108, 0.00131772, 1
8.967, 0.0118121, 0.00130133, 1
8.968, 0.0118134, 0.00128493, 1
8.969, 0.0118147, 0.00126853, 1
8.97, 0.0118159, 0.00125212, 1
8.971, 0.0118172, 0.00123571, 1
8.972, 0.0118184, 0.00121929, 1
8.973, 0.0118196, 0.00120286, 1
8.974, 0.0118208, 0.00118643, 1
8.975, 0.011822, 0.00116999, 1
8.976, 0.0118231, 0.00115355, 1
8.977, 0.0118243, 0.00113711, 1
8.978, 0.0118254, 0.00112065, 1
8.979, 0.0118265, 0.0011042, 1
8.98, 0.0118276, 0.00108774, 1
8.981, 0.0118287, 0.00107128, 1
8.982, 0.0118298, 0.00105481, 1
8.983, 0.0118308, 0.00103834, 1
8.984, 0.0118318, 0.00102186, 1
8.985, 0.0118328, 0.00100539, 1
8.986, 0.0118338, 0.000988905, 1
8.987, 0.0118348, 0.000972421, 1
8.988, 0.0118358, 0.000955933, 1
8.989, 0.0118367, 0.000939443, 1
8.99, 0.0118377, 0.000922951, 1
8.991, 0.0118386, 0.000906455, 1
8.992, 0.0118395, 0.000889958, 1
8.993, 0.0118404, 0.000873458, 1
8.994, 0.0118412, 0.000856957, 1
8.995, 0.0118421, 0.000840453, 1
8.996, 0.0118429, 0.000823948, 1
8.997, 0.0118437, 0.000807442, 1
8.998, 0.0118445, 0.000790934, 1
8.999, 0.0118453, 0.000774425, 1
9, 0.0118461, 0.000757915, 1
9.001, 0.0118468, 0.000741404, 1
9.002, 0.0118476, 0.000724893, 1
9.003, 0.0118483, 0.000708381, 1
9.004, 0.011849, 0.000691869, 1
9.005, 0.0118497, 0.000675356, 1
9.006, 0.0118503, 0.000658844, 1
9.007, 0.011851, 0.000642331, 1
9.008, 0.0118516, 0.000625819, 1
9.009, 0.0118522, 0.000609308, 1
9.01, 0.0118528, 0.000592797, 1
9.011, 0.0118534, 0.000576286, 1
9.012, 0.011854, 0.000559777, 1
9.013, 0.0118545, 0.000543269, 1
9.014, 0.0118551, 0.000526762, 1
9.015, 0.0118556, 0.000510257, 1
9.016, 0.0118561, 0.000493753, 1
9.017, 0.0118566, 0.000477251, 1
9.018, 0.011857, 0.000460751, 1
9.019, 0.0118575, 0.000444253, 1
9.02, 0.0118579, 0.000427757, 1
9.021, 0.0118583, 0.000411263, 1
9.022, 0.0118587, 0.000394773, 1
9.023, 0.0118591, 0.000378284, 1
9.024, 0.0118595, 0.000361799, 1
9.025, 0.0118599, 0.000345317, 1
9.026, 0.0118602, 0.000328838, 1
9.027, 0.0118605, 0.000312362, 1
9.028, 0.0118608, 0.00029589, 1
9.029, 0.0118611, 0.000279422, 1
9.03, 0.0118614, 0.000262957, 1
9.031, 0.0118616, 0.000246497, 1
9.032, 0.0118619, 0.00023004, 1
9.033, 0.0118621, 0.000213588, 1
9.034, 0.0118623, 0.000197141, 1
9.035, 0.0118625, 0.000180698, 1
9.036, 0.0118627, 0.00016426, 1
9.037, 0.0118628, 0.000147826, 1
9.038, 0.011863, 0.000131398, 1
9.039, 0.0118631, 0.000114976, 1
9.04, 0.0118632, 9.85582e-05, 1
9.041, 0.0118633, 8.21465e-05, 1
9.042, 0.0118634, 6.57405e-05, 1
9.043, 0.0118634, 4.93404e-05, 1
9.044, 0.0118635, 3.29464e-05, 1
9.045, 0.0118635, 1.65587e-05, 1
9.046, 0.0118635, 1.77307e-07, 1
9.047, 0.0118635, -1.61975e-05, 1
9.048, 0.0118635, -3.25656e-05, 1
9.049, 0.0118634, -4.89269e-05, 1
9.05, 0.0118634, -6.52811e-05, 1
9.051, 0.0118633, -8.16281e-05, 1
9.052, 0.0118632, -9.79678e-05, 1
9.053, 0.0118631, -0.0001143, 1
9.054, 0.011863, -0.000130625, 1
9.055, 0.0118628, -0.000146941, 1
9.056, 0.0118627, -0.00016325, 1
9.057, 0.0118625, -0.000179551, 1
9.058, 0.0118623, -0.000195843, 1
9.059, 0.0118621, -0.000212127, 1
9.06, 0.0118619, -0.000228402, 1
9.061, 0.0118616, -0.000244669, 1
9.062, 0.0118614, -0.000260927, 1
9.063, 0.0118611, -0.000277175, 1
9.064, 0.0118608, -0.000293415, 1
9.065, 0.0118605, -0.000309645, 1
9.066, 0.0118602, -0.000325865, 1
9.067, 0.0118599, -0.000342076, 1
9.068, 0.0118595, -0.000358277, 1
9.069, 0.0118592, -0.000374468, 1
9.07, 0.0118588, -0.000390649, 1
9.071, 0.0118584, -0.00040682, 1
9.072, 0.011858, -0.00042298, 1
9.073, 0.0118575, -0.000439129, 1
9.074, 0.0118571, -0.000455268, 1
9.075, 0.0118566, -0.000471396, 1
9.076, 0.0118562, -0.000487512, 1
9.077, 0.0118557, -0.000503618, 1
9.078, 0.0118551, -0.000519712, 1
9.079, 0.0118546, -0.000535795, 1
9.08, 0.0118541, -0.000551865, 1
9.081, 0.0118535, -0.000567925, 1
9.082, 0.0118529, -0.000583972, 1
9.083, 0.0118523, -0.000600007, 1
9.084, 0.0118517, -0.000616029, 1
9.085, 0.0118511, -0.000632039, 1
9.086, 0.0118505, -0.000648037, 1
9.087, 0.0118498, -0.000664022, 1
9.088, 0.0118491, -0.000679994, 1
9.089, 0.0118485, -0.000695953, 1
9.09, 0.0118478, -0.000711898, 1
9.091, 0.011847, -0.00072783, 1
9.092, 0.0118463, -0.000743749, 1
9.093, 0.0118455, -0.000759654, 1
9.094, 0.0118448, -0.000775546, 1
9.095, 0.011844, -0.000791423, 1
9.096, 0.0118432, -0.000807286, 1
9.097, 0.0118424, -0.000823135, 1
9.098, 0.0118416, -0.00083897, 1
9.099, 0.0118407, -0.00085479, 1
9.1, 0.0118398, -0.000870595, 1
9.101, 0.011839, -0.000886386, 1
9.102, 0.0118381, -0.000902161, 1
9.103, 0.0118372, -0.000917921, 1
9.104, 0.0118362, -0.000933666, 1
9.105, 0.0118353, -0.000949396, 1
9.106, 0.0118343, -0.00096511, 1
9.107, 0.0118334, -0.000980808, 1
9.108, 0.0118324, -0.00099649, 1
9.109, 0.0118314, -0.00101216, 1
9.11, 0.0118303, -0.00102781, 1
9.111, 0.0118293, -0.00104344, 1
9.112, 0.0118283, -0.00105906, 1
9.113, 0.0118272, -0.00107466, 1
9.114, 0.0118261, -0.00109024, 1
9.115, 0.011825, -0.00110581, 1
9.116, 0.0118239, -0.00112136, 1
9.117, 0.0118228, -0.00113689, 1
9.118, 0.0118216, -0.00115241, 1
9.119, 0.0118205, -0.0011679, 1
9.12, 0.0118193, -0.00118338, 1
9.121, 0.0118181, -0.00119885, 1
9.122, 0.0118169, -0.00121429, 1
9.123, 0.0118157, -0.00122972, 1
9.124, 0.0118144, -0.00124512, 1
9.125, 0.0118132, -0.00126051, 1
9.126, 0.0118119, -0.00127589, 1
9.127, 0.0118106, -0.00129124, 1
9.128, 0.0118093, -0.00130657, 1
9.129, 0.011808, -0.00132189, 1
9.13, 0.0118067, -0.00133718, 1
9.131, 0.0118053, -0.00135246, 1
9.132, 0.011804, -0.00136772, 1
9.133, 0.0118026, -0.00138295, 1
9.134, 0.0118012, -0.00139817, 1
9.135, 0.0117998, -0.00141337, 1
9.136, 0.0117984, -0.00142855, 1
9.137, 0.011797, -0.0014437, 1
9.138, 0.0117955, -0.00145884, 1
9.139, 0.011794, -0.00147396, 1
9.14, 0.0117926, -0.00148906, 1
9.141, 0.0117911, -0.00150413, 1
9.142, 0.0117895, -0.00151919, 1
9.143, 0.011788, -0.00153422, 1
9.144, 0.0117865, -0.00154924, 1
9.145, 0.0117849, -0.00156423, 1
9.146, 0.0117833, -0.0015792, 1
9.147, 0.0117818, -0.00159415, 1
9.148, 0.0117802, -0.00160908, 1
9.149, 0.0117785, -0.00162398, 1
9.15, 0.0117769, -0.00163887, 1
9.151, 0.0117753, -0.00165373, 1
9.152, 0.0117736, -0.00166857, 1
9.153, 0.0117719, -0.00168339, 1
9.154, 0.0117702, -0.00169818, 1
9.155, 0.0117685, -0.00171296, 1
9.156, 0.0117668, -0.00172771, 1
9.157, 0.0117651, -0.00174243, 1
9.158, 0.0117633, -0.00175714, 1
9.159, 0.0117616, -0.00177182, 1
9.16, 0.0117598, -0.00178648, 1
9.161, 0.011758, -0.00180111, 1
9.162, 0.0117562, -0.00181572, 1
9.163, 0.0117544, -0.00183031, 1
9.164, 0.0117525, -0.00184487, 1
9.165, 0.0117507, -0.00185941, 1
9.166, 0.0117488, -0.00187393, 1
9.167, 0.0117469, -0.00188842, 1
9.168, 0.011745, -0.00190289, 1
9.169, 0.0117431, -0.00191733, 1
9.17, 0.0117412, -0.00193175, 1
9.171, 0.0117393, -0.00194614, 1
9.172, 0.0117373, -0.00196051, 1
9.173, 0.0117353, -0.00197485, 1
9.174, 0.0117333, -0.00198917, 1
9.175, 0.0117314, -0.00200347, 1
